empresa,id_pedido,total_itens,quantidade_itens,numero_pedido,canal,situacao,total_produtos,valor_frete,valor_desconto,outras_despesas,total_pedido,diferenca_produtos_x_itens,diferenca_pedido_x_itens
BALAO DE OFERTAS,350628224,32.0,1.0,212,Amazon,Faturado,32.0,0.0,0.0,0.0,32.0,0.0,0.0
BALAO DE OFERTAS,350646886,18.97,1.0,213,Amazon,Faturado,18.97,0.0,0.0,0.0,18.97,0.0,0.0
BALAO DE OFERTAS,350646890,32.0,1.0,214,Amazon,Faturado,32.0,0.0,0.0,0.0,32.0,0.0,0.0
BALAO DE OFERTAS,350646896,32.0,1.0,215,Amazon,Faturado,32.0,0.0,0.0,0.0,32.0,0.0,0.0
BALAO DE OFERTAS,350649607,32.0,1.0,216,Amazon,Faturado,32.0,0.0,0.0,0.0,32.0,0.0,0.0
BALAO DE OFERTAS,350655985,59.0,1.0,217,Amazon,Faturado,59.0,0.0,0.0,0.0,59.0,0.0,0.0
BALAO DE OFERTAS,350663184,625.0,1.0,218,Amazon,Faturado,625.0,0.0,0.0,0.0,625.0,0.0,0.0
BALAO DE OFERTAS,350663644,450.0,1.0,219,Amazon,Faturado,450.0,0.0,0.0,0.0,450.0,0.0,0.0
BALAO DE OFERTAS,350672570,105.55,1.0,220,Amazon,Preparando envio,105.55,0.0,0.0,0.0,105.55,0.0,0.0
BALAO DE OFERTAS,350674573,66.0,2.0,222,Amazon,Faturado,66.0,0.0,0.0,0.0,66.0,0.0,0.0
BALAO DE OFERTAS,350681107,32.0,1.0,223,Amazon,Faturado,32.0,0.0,0.0,0.0,32.0,0.0,0.0
BALAO DE OFERTAS,350699281,59.0,1.0,224,Amazon,Faturado,59.0,0.0,0.0,0.0,59.0,0.0,0.0
BALAO DE OFERTAS,350705892,80.0,1.0,225,Base,Faturado,80.0,42.18,0.0,0.0,122.18,0.0,42.18
BALAO DE OFERTAS,350706175,32.0,1.0,226,Amazon,Faturado,32.0,0.0,0.0,0.0,32.0,0.0,0.0
BALAO DE OFERTAS,350714816,558.0,2.0,227,Base,Faturado,558.0,47.18,0.0,0.0,605.18,0.0,47.18
BALAO DE OFERTAS,350728632,26.0,1.0,228,Amazon,Faturado,26.0,0.0,0.0,0.0,26.0,0.0,0.0
BALAO DE OFERTAS,350733231,12.89,1.0,229,Amazon,Preparando envio,12.89,0.0,0.0,0.0,12.89,0.0,0.0
BALAO DE OFERTAS,350738195,32.0,1.0,230,Amazon,Faturado,32.0,0.0,0.0,0.0,32.0,0.0,0.0
BALAO DE OFERTAS,350740494,178.0,1.0,231,Amazon,Faturado,178.0,0.0,0.0,0.0,178.0,0.0,0.0
BALAO DE OFERTAS,350744264,32.0,1.0,232,Amazon,Faturado,32.0,0.0,0.0,0.0,32.0,0.0,0.0
BALAO DE OFERTAS,350780214,31.0,1.0,233,Amazon,Faturado,31.0,0.0,0.0,0.0,31.0,0.0,0.0
BALAO DE OFERTAS,350786447,176.0,1.0,234,Amazon,Faturado,176.0,0.0,0.0,0.0,176.0,0.0,0.0
BALAO DE OFERTAS,350789215,33.0,1.0,235,Amazon,Faturado,33.0,0.0,0.0,0.0,33.0,0.0,0.0
BALAO DE OFERTAS,350798328,271.3,1.0,236,Base,Faturado,271.3,44.41,0.0,0.0,315.71,0.0,44.41
BALAO DE OFERTAS,350798566,46.0,1.0,237,Base,Faturado,46.0,21.76,0.0,0.0,67.76,0.0,21.76
BALAO DE OFERTAS,350801936,664.05,1.0,238,Base,Faturado,664.05,77.67,0.0,0.0,741.72,0.0,77.67
BALAO DE OFERTAS,350804480,87.0,1.0,239,Amazon,Faturado,87.0,0.0,0.0,0.0,87.0,0.0,0.0
BALAO DE OFERTAS,350805630,62.0,2.0,240,Amazon,Faturado,62.0,0.0,0.0,0.0,62.0,0.0,0.0
BALAO DE OFERTAS,350806973,189.0,1.0,241,Amazon,Faturado,189.0,0.0,0.0,0.0,189.0,0.0,0.0
BALAO DE OFERTAS,350808290,18.97,1.0,242,Amazon,Faturado,18.97,0.0,0.0,0.0,18.97,0.0,0.0
BALAO DE OFERTAS,350836469,48.0,1.0,243,Amazon,Faturado,48.0,0.0,0.0,0.0,48.0,0.0,0.0
BALAO DE OFERTAS,350868448,72.0,2.0,244,Amazon,Preparando envio,72.0,0.0,0.0,0.0,72.0,0.0,0.0
BALAO DE OFERTAS,350873313,27.0,1.0,245,Amazon,Faturado,27.0,0.0,0.0,0.0,27.0,0.0,0.0
BALAO DE OFERTAS,350876271,29.0,1.0,246,Amazon,Faturado,29.0,0.0,0.0,0.0,29.0,0.0,0.0
BALAO DE OFERTAS,350899059,119.16,1.0,247,Amazon,Preparando envio,119.16,0.0,0.0,0.0,119.16,0.0,0.0
BELLA COMERCIAL,348708817,27.09,1.0,2,Base,Faturado,27.09,16.12,0.0,0.0,43.21,0.0,16.12
BELLA COMERCIAL,348723322,23.19,1.0,3,Base,Faturado,23.19,15.03,0.0,0.0,38.22,0.0,15.03
BELLA COMERCIAL,348888366,72.49,1.0,4,Base,Faturado,72.49,19.57,0.0,0.0,92.06,0.0,19.57
BELLA COMERCIAL,348991715,165.99,1.0,5,Base,Faturado,165.99,20.11,0.0,0.0,186.1,0.0,20.11
BELLA COMERCIAL,348995436,441.6,3.0,6,Base,Faturado,441.6,76.71,0.0,0.0,518.31,0.0,76.71
BELLA COMERCIAL,349080914,74.19,1.0,7,Base,Faturado,74.19,28.24,0.0,0.0,102.43,0.0,28.24
BELLA COMERCIAL,349213446,810.43,1.0,8,Base,Faturado,810.43,139.95,0.0,0.0,950.38,0.0,139.95
BELLA COMERCIAL,349214662,28.79,1.0,9,Base,Faturado,28.79,62.74,0.0,0.0,91.53,0.0,62.74
BELLA COMERCIAL,349550988,29.0,1.0,10,Base,Faturado,29.0,0.0,0.0,0.0,29.0,0.0,0.0
BELLA COMERCIAL,349553163,59.78,2.0,11,Base,Faturado,59.78,87.46,0.0,0.0,147.24,0.0,87.46
BELLA COMERCIAL,349555941,175.99,1.0,12,Base,Faturado,175.99,14.98,0.0,0.0,190.97,0.0,14.98
BELLA COMERCIAL,349559301,55.99,1.0,13,Base,Faturado,55.99,19.15,0.0,0.0,75.14,0.0,19.15
BELLA COMERCIAL,349570117,577.1,10.0,14,Base,Faturado,577.1,138.1,0.0,0.0,715.2,0.0,138.1
BELLA COMERCIAL,349575211,98.99,1.0,15,Base,Faturado,98.99,14.81,0.0,0.0,113.8,0.0,14.81
BELLA COMERCIAL,349577591,159.09,1.0,16,Base,Faturado,159.09,19.7,0.0,0.0,178.79,0.0,19.7
BELLA COMERCIAL,349578309,63.19,1.0,17,Base,Faturado,63.19,15.68,0.0,0.0,78.87,0.0,15.68
BELLA COMERCIAL,349611130,348.69,1.0,18,Base,Faturado,348.69,110.57,0.0,0.0,459.26,0.0,110.57
BELLA COMERCIAL,349621225,49.0,1.0,19,Base,Faturado,49.0,6.9,0.0,0.0,55.9,0.0,6.9
BELLA COMERCIAL,349624602,59.99,1.0,20,Base,Faturado,59.99,14.36,0.0,0.0,74.35,0.0,14.36
BELLA COMERCIAL,349640923,170.39,1.0,21,Base,Faturado,170.39,14.98,0.0,0.0,185.37,0.0,14.98
BELLA COMERCIAL,349641858,289.79,1.0,22,Base,Faturado,289.79,28.85,0.0,0.0,318.64,0.0,28.85
BELLA COMERCIAL,349642692,277.79,1.0,23,Base,Faturado,277.79,11.15,0.0,0.0,288.94,0.0,11.15
BELLA COMERCIAL,349760443,1274.7,1.0,24,Base,Faturado,1274.7,152.48,0.0,0.0,1427.18,0.0,152.48
BELLA COMERCIAL,349779446,146.99,1.0,25,Base,Faturado,146.99,63.33,0.0,0.0,210.32,0.0,63.33
BELLA COMERCIAL,349803316,27.0,1.0,26,Base,Faturado,27.0,12.0,0.0,0.0,39.0,0.0,12.0
BELLA COMERCIAL,349917988,62.0,1.0,27,Base,Faturado,62.0,0.0,0.0,0.0,62.0,0.0,0.0
BELLA COMERCIAL,350029067,268.18,2.0,28,Base,Faturado,268.18,26.92,0.0,0.0,295.1,0.0,26.92
BELLA COMERCIAL,350062870,27.09,1.0,29,Base,Faturado,27.09,9.94,0.0,0.0,37.03,0.0,9.94
BELLA COMERCIAL,350068877,113.99,1.0,30,Base,Faturado,113.99,13.49,0.0,0.0,127.48,0.0,13.49
BELLA COMERCIAL,350071504,159.09,1.0,31,Base,Faturado,159.09,17.9,0.0,0.0,176.99,0.0,17.9
BELLA COMERCIAL,350071507,150.89,1.0,32,Base,Faturado,150.89,18.81,0.0,0.0,169.7,0.0,18.81
BELLA COMERCIAL,350241468,35.0,1.0,33,Base,Faturado,35.0,3.2,0.0,0.0,38.2,0.0,3.2
BELLA COMERCIAL,350478373,40.0,1.0,34,Base,Faturado,40.0,4.5,0.0,0.0,44.5,0.0,4.5
BELLA COMERCIAL,350478397,27.0,1.0,35,Base,Faturado,27.0,2.0,0.0,0.0,29.0,0.0,2.0
BELLA COMERCIAL,350478666,38.0,1.0,36,Base,Faturado,38.0,3.2,0.0,0.0,41.2,0.0,3.2
BELLA COMERCIAL,350488612,38.99,1.0,37,Base,Faturado,38.99,26.53,0.0,0.0,65.52,0.0,26.53
BELLA COMERCIAL,350488700,78.39,1.0,38,Base,Faturado,78.39,31.63,0.0,0.0,110.02,0.0,31.63
BELLA COMERCIAL,350488708,136.19,1.0,39,Base,Faturado,136.19,11.99,0.0,0.0,148.18,0.0,11.99
BELLA COMERCIAL,350488802,129.18,2.0,40,Base,Faturado,129.18,34.24,0.0,0.0,163.42,0.0,34.24
BELLA COMERCIAL,350492166,79.38,2.0,41,Base,Faturado,79.38,93.7,0.0,0.0,173.08,0.0,93.7
BELLA COMERCIAL,350534384,447.58,2.0,42,Base,Faturado,447.58,50.17,0.0,0.0,497.75,0.0,50.17
BELLA COMERCIAL,350543923,36.09,1.0,43,Base,Faturado,36.09,12.88,0.0,0.0,48.97,0.0,12.88
BELLA COMERCIAL,350553415,619.8,2.0,44,Base,Faturado,619.8,100.34,0.0,0.0,720.14,0.0,100.34
BELLA COMERCIAL,350571741,153.49,1.0,45,Base,Faturado,153.49,11.94,0.0,0.0,165.43,0.0,11.94
BELLA COMERCIAL,350573145,100.39,1.0,46,Base,Faturado,100.39,15.75,0.0,0.0,116.14,0.0,15.75
BELLA COMERCIAL,350573157,100.39,1.0,47,Base,Faturado,100.39,15.75,0.0,0.0,116.14,0.0,15.75
BELLA COMERCIAL,350607803,131.99,1.0,48,Base,Preparando envio,131.99,19.66,0.0,0.0,151.65,0.0,19.66
BELLA COMERCIAL,350804410,78.89,1.0,49,Base,Preparando envio,78.89,18.85,0.0,0.0,97.74,0.0,18.85
BELLA COMERCIAL,350809835,75.79,1.0,50,Base,Preparando envio,75.79,22.01,0.0,0.0,97.8,0.0,22.01
BELLA COMERCIAL,350853579,183.09,1.0,51,Base,Faturado,183.09,15.66,0.0,0.0,198.75,0.0,15.66
BELLA COMERCIAL,350854060,834.79,1.0,52,Base,Faturado,834.79,79.3,0.0,0.0,914.09,0.0,79.3
BELLA COMERCIAL,350854206,428.79,1.0,53,Base,Faturado,428.79,29.56,0.0,0.0,458.35,0.0,29.56
BELLA COMERCIAL,350894848,26.89,1.0,54,Base,Faturado,26.89,18.4,0.0,0.0,45.29,0.0,18.4
BIDU SHOP,1081561681,186.2,1.0,22113,Shopee,Entregue,186.2,4.8,14.9,0.0,176.1,0.0,-10.1
BIDU SHOP,1081566152,14.54,1.0,22114,Shopee,Entregue,14.54,0.0,0.0,0.0,14.54,0.0,0.0
BIDU SHOP,1081632083,152.53,2.0,22115,Shopee,Entregue,152.53,12.09,4.58,0.0,160.04,0.0,7.51
BIDU SHOP,1081648167,19.0,1.0,22116,Leroy Merlin bidushop,Enviado,19.0,9.73,0.0,0.0,28.73,0.0,9.73
BIDU SHOP,1081663958,25.46,1.0,22118,Shopee,Entregue,25.46,5.07,0.0,0.0,30.53,0.0,5.07
BIDU SHOP,1081687965,21.0,1.0,22119,Shopee,Entregue,21.0,0.0,0.0,0.0,21.0,0.0,0.0
BIDU SHOP,1081692053,108.0,1.0,22120,Shopee,Entregue,108.0,0.0,3.24,0.0,104.76,0.0,-3.24
BIDU SHOP,1081694504,125.0,1.0,22121,Shopee,Entregue,125.0,0.0,3.75,0.0,121.25,0.0,-3.75
BIDU SHOP,1081741868,29.08,2.0,22125,Shopee,Entregue,29.08,8.0,0.0,0.0,37.08,0.0,8.0
BIDU SHOP,1081759233,139.22,2.0,22126,Shopee,Entregue,139.21,8.0,4.18,0.0,143.04,-0.01,3.82
BIDU SHOP,1081768384,121.25,1.0,22127,BaseLinker,Faturado,121.25,0.0,0.0,0.0,121.25,0.0,0.0
BIDU SHOP,1081768455,25.46,1.0,22128,BaseLinker,Faturado,25.46,5.07,0.0,0.0,30.53,0.0,5.07
BIDU SHOP,1081768483,198.72,1.0,22129,BaseLinker,Faturado,198.72,1.16,0.0,0.0,199.88,0.0,1.16
BIDU SHOP,1081768540,147.95,2.0,22130,BaseLinker,Faturado,147.95,12.09,0.0,0.0,160.04,0.0,12.09
BIDU SHOP,1081769925,14.54,1.0,22131,BaseLinker,Faturado,14.54,0.0,0.0,0.0,14.54,0.0,0.0
BIDU SHOP,1081769961,180.61,1.0,22132,BaseLinker,Faturado,180.61,4.8,0.0,0.0,185.41,0.0,4.8
BIDU SHOP,1081770026,21.0,1.0,22133,BaseLinker,Faturado,21.0,0.0,0.0,0.0,21.0,0.0,0.0
BIDU SHOP,1081770110,104.76,1.0,22134,BaseLinker,Faturado,104.76,0.0,0.0,0.0,104.76,0.0,0.0
BIDU SHOP,1081770131,29.08,2.0,22135,BaseLinker,Faturado,29.08,8.0,0.0,0.0,37.08,0.0,8.0
BIDU SHOP,1081770467,135.04,2.0,22136,BaseLinker,Faturado,135.04,8.0,0.0,0.0,143.04,0.0,8.0
BIDU SHOP,1081778746,19.0,1.0,22137,BaseLinker,Faturado,19.0,9.73,0.0,0.0,28.73,0.0,9.73
BIDU SHOP,1081817043,239.8,1.0,22143,BaseLinker,Faturado,239.8,95.09,0.0,0.0,334.89,0.0,95.09
BIDU SHOP,1081836008,545.09,1.0,22144,Shopee,Enviado,545.09,16.69,59.96,0.0,501.82,0.0,-43.27
BIDU SHOP,1081837685,158.4,1.0,22145,Shopee,Entregue,158.4,0.0,0.0,0.0,158.4,0.0,0.0
BIDU SHOP,1081852589,198.72,1.0,22147,Shopee,Entregue,198.72,33.59,5.97,0.0,226.34,0.0,27.62
BIDU SHOP,1081854067,192.75,1.0,22148,BaseLinker,Faturado,192.75,33.59,0.0,0.0,226.34,0.0,33.59
BIDU SHOP,1081856607,158.4,1.0,22149,BaseLinker,Faturado,158.4,0.0,0.0,0.0,158.4,0.0,0.0
BIDU SHOP,1081867634,186.2,1.0,22150,Shopee,Entregue,186.2,0.0,5.61,0.0,180.59,0.0,-5.61
BIDU SHOP,1081896682,30.72,1.0,22152,Shopee,Entregue,30.72,0.0,0.0,0.0,30.72,0.0,0.0
BIDU SHOP,1081898894,25.65,1.0,22153,Shopee,Entregue,25.65,0.0,0.0,0.0,25.65,0.0,0.0
BIDU SHOP,1081902334,200.0,1.0,22154,Shopee,Entregue,200.0,0.0,6.0,0.0,194.0,0.0,-6.0
BIDU SHOP,1081906980,15.36,1.0,22155,Shopee,Entregue,15.36,0.0,0.0,0.0,15.36,0.0,0.0
BIDU SHOP,1081929234,180.61,1.0,22157,BaseLinker,Faturado,180.61,0.0,0.0,0.0,180.61,0.0,0.0
BIDU SHOP,1081929270,528.73,1.0,22158,BaseLinker,Faturado,528.73,16.69,0.0,0.0,545.42,0.0,16.69
BIDU SHOP,1081930008,25.65,1.0,22159,BaseLinker,Faturado,25.65,0.0,0.0,0.0,25.65,0.0,0.0
BIDU SHOP,1081930119,194.0,1.0,22160,BaseLinker,Faturado,194.0,0.0,0.0,0.0,194.0,0.0,0.0
BIDU SHOP,1081930216,15.36,1.0,22161,BaseLinker,Faturado,15.36,0.0,0.0,0.0,15.36,0.0,0.0
BIDU SHOP,1081941218,28.0,1.0,22162,Shopee,Entregue,28.0,0.0,3.43,0.0,24.57,0.0,-3.43
BIDU SHOP,1081953837,30.72,1.0,22163,BaseLinker,Faturado,30.72,0.0,0.0,0.0,30.72,0.0,0.0
BIDU SHOP,1081953879,28.0,1.0,22164,BaseLinker,Faturado,28.0,0.0,0.0,0.0,28.0,0.0,0.0
BIDU SHOP,1081995147,372.4,2.0,22165,Shopee,Entregue,372.4,8.0,29.8,0.0,350.6,0.0,-21.8
BIDU SHOP,1082006062,361.22,2.0,22166,BaseLinker,Faturado,361.22,8.0,0.0,0.0,369.22,0.0,8.0
BIDU SHOP,1082009370,394.5,1.0,22167,BaseLinker,Faturado,394.5,141.33,0.0,0.0,535.83,0.0,141.33
BIDU SHOP,1082025785,27.79,1.0,22173,Shopee,Enviado,27.79,0.0,0.0,0.0,27.79,0.0,0.0
BIDU SHOP,1082029804,611.99,1.0,22179,Magalu,Enviado,611.99,89.73,85.68,0.0,616.04,0.0,4.05
BIDU SHOP,1082031106,27.79,1.0,22186,BaseLinker,Faturado,27.79,0.0,0.0,0.0,27.79,0.0,0.0
BIDU SHOP,1082042042,35.76,1.0,22187,Shopee,Entregue,35.76,0.0,0.0,0.0,35.76,0.0,0.0
BIDU SHOP,1082042331,611.99,1.0,22188,BaseLinker,Faturado,611.99,89.73,0.0,0.0,701.72,0.0,89.73
BIDU SHOP,1082079778,72.16,2.0,22191,Shopee,Entregue,72.16,8.0,0.0,0.0,80.16,0.0,8.0
BIDU SHOP,1082095889,545.09,1.0,22192,BaseLinker,Faturado,545.09,16.69,0.0,0.0,561.78,0.0,16.69
BIDU SHOP,1082096066,35.76,1.0,22193,BaseLinker,Faturado,35.76,0.0,0.0,0.0,35.76,0.0,0.0
BIDU SHOP,1082097659,21.0,1.0,22194,BaseLinker,Faturado,21.0,0.0,0.0,0.0,21.0,0.0,0.0
BIDU SHOP,1082114035,67.05,4.0,22195,Shopee,Entregue,67.05,0.0,3.76,0.0,63.29,0.0,-3.76
BIDU SHOP,1082137636,574.19,1.0,22197,Magalu,Entregue,574.19,111.56,80.39,0.0,605.36,0.0,31.17
BIDU SHOP,1082157512,140.16,1.0,22198,Shopee,Entregue,140.16,0.0,4.21,0.0,135.95,0.0,-4.21
BIDU SHOP,1082163644,574.19,1.0,22199,BaseLinker,Faturado,574.19,111.56,0.0,0.0,685.75,0.0,111.56
BIDU SHOP,1082171372,137.5,1.0,22201,Shopee,Entregue,137.5,0.0,6.87,0.0,130.63,0.0,-6.87
BIDU SHOP,1082175652,137.5,1.0,22202,BaseLinker,Faturado,137.5,0.0,0.0,0.0,137.5,0.0,0.0
BIDU SHOP,1082177073,135.95,1.0,22203,BaseLinker,Faturado,135.95,0.0,0.0,0.0,135.95,0.0,0.0
BIDU SHOP,1082177106,72.16,2.0,22204,BaseLinker,Faturado,72.16,8.0,0.0,0.0,80.16,0.0,8.0
BIDU SHOP,1082177145,67.05,4.0,22205,BaseLinker,Faturado,67.05,0.0,0.0,0.0,67.05,0.0,0.0
BIDU SHOP,1082189079,14.54,1.0,22206,Shopee,Entregue,14.54,0.0,0.0,0.0,14.54,0.0,0.0
BIDU SHOP,1082201526,14.54,1.0,22207,BaseLinker,Faturado,14.54,0.0,0.0,0.0,14.54,0.0,0.0
BIDU SHOP,1082246274,288.0,1.0,22208,Shopee,Enviado,288.0,0.0,28.64,0.0,259.36,0.0,-28.64
BIDU SHOP,1082259301,279.36,1.0,22209,BaseLinker,Faturado,279.36,0.0,0.0,0.0,279.36,0.0,0.0
BIDU SHOP,1082328402,21.0,1.0,22210,Shopee,Entregue,21.0,8.73,0.0,0.0,29.73,0.0,8.73
BIDU SHOP,1082330293,124.95,5.0,22211,Magalu,Entregue,124.95,102.27,0.0,0.0,227.22,0.0,102.27
BIDU SHOP,1082332901,21.0,1.0,22212,BaseLinker,Faturado,21.0,8.73,0.0,0.0,29.73,0.0,8.73
BIDU SHOP,1082332984,124.95,5.0,22213,BaseLinker,Faturado,124.95,102.25,0.0,0.0,227.2,0.0,102.25
BIDU SHOP,1082360025,75.0,1.0,22214,Shopee,Entregue,75.0,0.0,0.0,0.0,75.0,0.0,0.0
BIDU SHOP,1082360796,389.99,1.0,22215,Magalu,Enviado,389.99,191.17,0.0,0.0,581.16,0.0,191.17
BIDU SHOP,1082361254,389.99,1.0,22218,BaseLinker,Faturado,389.99,191.17,0.0,0.0,581.16,0.0,191.17
BIDU SHOP,1082362001,42.0,1.0,22219,Shopee,Entregue,42.0,8.0,0.0,0.0,50.0,0.0,8.0
BIDU SHOP,1082368077,42.0,1.0,22221,Shopee,Entregue,42.0,0.0,0.0,0.0,42.0,0.0,0.0
BIDU SHOP,1082372158,312.0,1.0,22223,Shopee,Enviado,312.0,17.9,24.96,0.0,304.94,0.0,-7.06
BIDU SHOP,1082398392,42.0,1.0,22224,BaseLinker,Faturado,42.0,8.0,0.0,0.0,50.0,0.0,8.0
BIDU SHOP,1082398403,45.0,1.0,22225,BaseLinker,Faturado,45.0,0.0,0.0,0.0,45.0,0.0,0.0
BIDU SHOP,1082398414,42.0,1.0,22226,BaseLinker,Faturado,42.0,0.0,0.0,0.0,42.0,0.0,0.0
BIDU SHOP,1082398451,75.0,1.0,22227,BaseLinker,Faturado,75.0,0.0,0.0,0.0,75.0,0.0,0.0
BIDU SHOP,1082408453,103.68,1.0,22228,Shopee,Entregue,103.68,0.0,8.3,0.0,95.38,0.0,-8.3
BIDU SHOP,1082409204,363.31,3.0,22229,Shopee,Entregue,363.31,0.0,10.9,0.0,352.41,0.0,-10.9
BIDU SHOP,1082411954,100.56,1.0,22230,BaseLinker,Faturado,100.56,0.0,0.0,0.0,100.56,0.0,0.0
BIDU SHOP,1082412085,352.40999999999997,3.0,22231,BaseLinker,Faturado,352.41,0.0,0.0,0.0,352.41,0.0,0.0
BIDU SHOP,1082413246,375.0,1.0,22232,Shopee,Enviado,375.0,28.84,30.0,0.0,373.84,0.0,-1.16
BIDU SHOP,1082428489,302.64,1.0,22233,BaseLinker,Faturado,302.64,17.9,0.0,0.0,320.54,0.0,17.9
BIDU SHOP,1082429272,363.75,1.0,22234,BaseLinker,Faturado,363.75,28.84,0.0,0.0,392.59,0.0,28.84
BIDU SHOP,1082451029,28.0,1.0,22235,Shopee,Aprovado,28.0,8.0,0.0,0.0,36.0,0.0,8.0
BIDU SHOP,1082512168,108.3,1.0,22237,Shopee,Enviado,108.3,0.0,3.25,0.0,105.05,0.0,-3.25
BIDU SHOP,1082517792,35.0,1.0,22238,Shopee,Entregue,35.0,0.0,0.0,0.0,35.0,0.0,0.0
BIDU SHOP,1082551622,46.18,2.0,22239,Shopee,Enviado,46.17,8.0,0.0,0.0,54.18,-0.01,8.0
BIDU SHOP,1082579428,202.4,1.0,22240,Shopee,Entregue,202.4,23.98,0.0,0.0,226.38,0.0,23.98
BIDU SHOP,1082585482,334.18,1.0,22241,Shopee,Entregue,334.18,0.0,0.0,0.0,334.18,0.0,0.0
BIDU SHOP,1082639878,78.0,1.0,22244,Shopee,Entregue,78.0,0.0,5.96,0.0,72.04,0.0,-5.96
BIDU SHOP,1082658654,110.0,1.0,22245,Leroy Merlin bidushop,Enviado,110.0,29.61,0.0,0.0,139.61,0.0,29.61
BIDU SHOP,1082674356,52.92,1.0,22246,Shopee,Entregue,52.92,0.0,0.0,0.0,52.92,0.0,0.0
BIDU SHOP,1082676373,27.79,1.0,22247,Shopee,Entregue,27.79,0.0,0.01,0.0,27.78,0.0,-0.01
BIDU SHOP,1082681133,14.54,1.0,22248,Shopee,Entregue,14.54,0.0,0.55,0.0,13.99,0.0,-0.55
BIDU SHOP,1082703345,28.0,1.0,22249,BaseLinker,Faturado,28.0,8.0,0.0,0.0,36.0,0.0,8.0
BIDU SHOP,1082703551,35.0,1.0,22250,BaseLinker,Faturado,35.0,0.0,0.0,0.0,35.0,0.0,0.0
BIDU SHOP,1082703585,46.18,2.0,22251,BaseLinker,Faturado,46.18,8.0,0.0,0.0,54.18,0.0,8.0
BIDU SHOP,1082703665,78.0,1.0,22252,BaseLinker,Faturado,78.0,0.0,0.0,0.0,78.0,0.0,0.0
BIDU SHOP,1082703722,27.79,1.0,22253,BaseLinker,Faturado,27.79,0.0,0.0,0.0,27.79,0.0,0.0
BIDU SHOP,1082703755,105.05,1.0,22254,BaseLinker,Faturado,105.05,0.0,0.0,0.0,105.05,0.0,0.0
BIDU SHOP,1082703795,334.18,1.0,22255,BaseLinker,Faturado,334.18,0.0,0.0,0.0,334.18,0.0,0.0
BIDU SHOP,1082703938,52.92,1.0,22256,BaseLinker,Faturado,52.92,0.0,0.0,0.0,52.92,0.0,0.0
BIDU SHOP,1082708379,81.7,1.0,22257,Shopee,Entregue,81.7,0.0,4.08,0.0,77.62,0.0,-4.08
BIDU SHOP,1082710007,81.7,1.0,22258,BaseLinker,Faturado,81.7,0.0,0.0,0.0,81.7,0.0,0.0
BIDU SHOP,1082713851,14.54,1.0,22259,BaseLinker,Faturado,14.54,0.0,0.0,0.0,14.54,0.0,0.0
BIDU SHOP,1082726656,202.4,1.0,22260,BaseLinker,Faturado,202.4,23.98,0.0,0.0,226.38,0.0,23.98
BIDU SHOP,1082729163,140.16,1.0,22261,Shopee,Entregue,140.16,0.0,0.0,0.0,140.16,0.0,0.0
BIDU SHOP,1082734724,140.16,1.0,22262,BaseLinker,Faturado,140.16,0.0,0.0,0.0,140.16,0.0,0.0
BIDU SHOP,1082741541,193.69,2.0,22263,Shopee,Entregue,193.69,0.0,0.0,0.0,193.69,0.0,0.0
BIDU SHOP,1082750963,193.69,2.0,22264,BaseLinker,Faturado,193.69,0.0,0.0,0.0,193.69,0.0,0.0
BIDU SHOP,1082752638,110.0,1.0,22265,BaseLinker,Faturado,110.0,29.61,0.0,0.0,139.61,0.0,29.61
BIDU SHOP,1082764514,158.0,1.0,22266,Shopee,Entregue,158.0,10.89,12.64,0.0,156.25,0.0,-1.75
BIDU SHOP,1082765521,153.26,1.0,22267,BaseLinker,Faturado,153.26,10.89,0.0,0.0,164.15,0.0,10.89
BIDU SHOP,1082772805,55.99,1.0,22268,Magalu,Entregue,55.99,87.44,7.84,0.0,135.59,0.0,79.6
BIDU SHOP,1082774530,55.99,1.0,22269,BaseLinker,Faturado,55.99,87.44,0.0,0.0,143.43,0.0,87.44
BIDU SHOP,1082775569,1239.56,4.0,22270,Magalu,Entregue,1239.56,116.49,173.52,0.0,1182.53,0.0,-57.03
BIDU SHOP,1082779300,162.44,1.0,22271,Shopee,Entregue,162.44,12.09,16.25,0.0,158.28,0.0,-4.16
BIDU SHOP,1082780351,1239.56,4.0,22272,BaseLinker,Faturado,1239.56,116.48,0.0,0.0,1356.04,0.0,116.48
BIDU SHOP,1082786831,162.44,1.0,22273,BaseLinker,Faturado,162.44,12.09,0.0,0.0,174.53,0.0,12.09
BIDU SHOP,1082793551,27.79,1.0,22274,Shopee,Entregue,27.79,0.0,0.04,0.0,27.75,0.0,-0.04
BIDU SHOP,1082802157,27.79,1.0,22275,BaseLinker,Faturado,27.79,0.0,0.0,0.0,27.79,0.0,0.0
BIDU SHOP,1082804982,146.88,2.0,22276,Leroy Merlin bidushop,Pronto para envio,146.88,20.26,0.0,0.0,167.14,0.0,20.26
BIDU SHOP,1082813480,65.0,1.0,22277,Shopee,Entregue,65.0,0.0,0.0,0.0,65.0,0.0,0.0
BIDU SHOP,1082820459,205.98,1.0,22278,BaseLinker,Faturado,205.98,11.94,0.0,0.0,217.92,0.0,11.94
BIDU SHOP,1082854020,42.0,1.0,22279,Shopee,Entregue,42.0,9.62,1.69,0.0,49.93,0.0,7.93
BIDU SHOP,1082860849,42.0,1.0,22280,BaseLinker,Faturado,42.0,9.62,0.0,0.0,51.62,0.0,9.62
