empresa,codigo_produto,descricao_produto,quantidade,faturamento,pedidos
BIDU SHOP,674m,Kit Com 2 Saco Transparente 50x80 Cm (100 Unds) Utilizado Ce,2.0,275.0,2
BIDU SHOP,01-SHP-00000232,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Azul,100 Litros",2.0,271.90999999999997,2
BIDU SHOP,HIG-VIRT-TR-SLIX20P1-20-,Saco De Lixo 20l Reforçado Transparente 20 Und,10.0,249.9,2
BIDU SHOP,60471404929,Saco De Lixo Verde Para Reciclagem Vidro Com 100Un,2.0,246.25,2
BIDU SHOP,TSWK182,Kit 8 Toalhas Grossas e Grandes Montreal 4 Banhos 4 Rostos Bege+branco,1.0,239.8,1
BIDU SHOP,n8,Toalheiro Em Abs Para Papel Bobina Ate 100 M,4.0,239.16,2
BIDU SHOP,60472664782,Saco De Lixo 300l Extra Reforçado Com 50un Boca Larga,2.0,220.0,2
BIDU SHOP,HIG-VIRT-BPK-BP20MPR-050,Embalagem Bp20 Doce Retangular Pote Bipack Com 50 Uni,4.0,220.0,4
BIDU SHOP,60005806665,Saco De Lixo 200 Litros Reforçado Preto 95x115 Pct C/ 5kg,4.0,216.6,2
BIDU SHOP,40X6001234UN1KG,"Saco Plástico 40x60 Transparente Esp. 0,12 34 Unc/ 1kg Pe",6.0,216.48,4
BIDU SHOP,DY26314,Balão Junino Médio 50 cm - Decoração Festa Junina,4.0,215.96,2
BIDU SHOP,HIG-VIRT-BPK-BP20MPR-100,Embalagem Para Rocambole Bp20 Bipack 100 Unidades Transparen,2.0,212.76,2
BIDU SHOP,hamx83917,Mangueira Látex 25 Metros KM230CA Azul Kepper [F002],1.0,205.98,1
BIDU SHOP,BLGBEL4988,Lixeira Redonda 100 Litros Tipo Balde,1.0,202.4,1
BIDU SHOP,CR100-am,Cesto Lixeira Plastico Tipo Balde 100l Marca Jsn - Amarelo,1.0,202.4,1
BIDU SHOP,01-SHP-00000183,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Branco,200 Litros",1.0,198.72,1
BIDU SHOP,01-SHP-00000199,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - preto,200 Litros",1.0,192.75,1
BIDU SHOP,hig-virt-scc-001,"Saco Plástico P/ Embalar Colchão 90x250x0,14 Canelado solteiro - 1 unidade",9.0,189.0,9
BIDU SHOP,01-SHP-00000785,Lixeira com Pedal 15L 25L 30L 60L 100L Plástica Reforçada Tampa e Aro | Cozinha Banheiro Escritório - Lixeira Pedal 60 L,1.0,180.61,1
BIDU SHOP,01-SHP-00000207,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - preto,30 Litros",2.0,177.01999999999998,2
BIDU SHOP,01-SHP-00000197,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Marrom,30 Litros",2.0,173.55,2
BIDU SHOP,01-SHP-00000495,"Saco de Lixo 600 Litros Reforçado 140x160 0,15 Micras Preto Kits com 5 ate 20 und - ???? 5 unidades",3.0,168.14999999999998,3
BIDU SHOP,78611238,"Saco de Lixo 600 Litros Higipack P15 Reforçado 140x160 0,15 Micras Preto Kits com 5, 10, 15, 20 und - ???? 15 unidades",2.0,163.4,2
BIDU SHOP,01-SHP-00000161,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Vermelho,150 Litros",1.0,162.44,1
BIDU SHOP,01-SHP-00000215,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Branco,150 Litros",1.0,162.44,1
BIDU SHOP,60472656897,Lixeira Mix 25 Litros Coleta Seletiva Com 3 Divisões,1.0,158.4,1
BIDU SHOP,MLB1882922094,"10 Saco Plástico P/ Embalar Colchão 90x250x0,14 Canelado",2.0,156.0,2
BIDU SHOP,BLGBEL6549,Saco Transparente 50x80 Cm (10 Unds) Utilizado Cesta Basica,6.0,153.89999999999998,6
BIDU SHOP,BLGBEL4404,Kit Saco Plástico Para Descarte De Absorvente C/100,2.0,150.0,2
BIDU SHOP,hig-virt-scc-010,"Saco Plástico P/ Embalar Colchão 90x250x0,14 Canelado solteiro - 10 unidade",2.0,149.76,2
BIDU SHOP,60473910589,Saco De Lixo Reforçado 100l Com 100un,2.0,147.5,2
BIDU SHOP,odes131548,Filtro De Linha Sms Bivolt 4 Tomadas Cabo 3mts  |  62329 [F023],2.0,146.88,1
BIDU SHOP,BLGBEL4807,Lixeira Mix Com 3 Divisões 30 Litros,1.0,145.55,1
BIDU SHOP,BLGBEL5723,Saco De Lixo 30 Litros Reforçado Branco - 50 Unidades,6.0,139.96,4
BIDU SHOP,MLB3881861635,Saco De Lixo 50 Litros Economico Branco - 20 Unidades,9.0,130.85999999999999,7
BIDU SHOP,bMLB3881861635,Saco De Lixo 50 Litros Economico Branco - 20 Unidades,9.0,130.85999999999999,7
BIDU SHOP,01-SHP-00000174,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Azul,60 Litros",1.0,117.46,1
BIDU SHOP,01-SHP-00000163,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - preto,20 Litros",2.0,117.25,2
BIDU SHOP,MLB1594577583_60004686025,Saco De Lixo Preto De 60l Resistente 100 Sacos,2.0,114.42,2
BIDU SHOP,DY25996,Saia Tule com Glitter 40cm - Cores Sortidas,2.0,111.98,2
BIDU SHOP,78611238,"Saco de Lixo 600 Litros Higipack P15 Reforçado 140x160 0,15 Micras Preto Kits com 5, 10, 15, 20 und - ???? 5 unidades",4.0,111.16,4
BIDU SHOP,01-SHP-00000496,"Saco de Lixo 600 Litros Reforçado 140x160 0,15 Micras Preto Kits com 5 ate 20 und - ???? 10 unidades",1.0,109.25,1
BIDU SHOP,78611238,"Saco de Lixo 600 Litros Higipack P15 Reforçado 140x160 0,15 Micras Preto Kits com 5, 10, 15, 20 und - ???? 20 unidades",1.0,105.05,1
BIDU SHOP,01-SHP-00000228,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Azul,50 Litros",1.0,100.56,1
BIDU SHOP,01-SHP-00000165,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - preto,50 Litros",1.0,97.55,1
BIDU SHOP,CR60-am,Cesto Lixeira Plastico Tipo Balde 60l Marca Jsn - Amarelo,1.0,89.0,1
BIDU SHOP,CR60-am,Cesto Lixeira Plastico Tipo Balde 60l Marca Jsn - amarelo,1.0,89.0,1
BIDU SHOP,68280685,Saco De Lixo 50 Litros Reforçado Branco - 20 Unidades - 50 UNIDADES,3.0,84.0,3
BIDU SHOP,MLB2657117451,"Saco Plastico Transparente 70x110 Espes. 0,10 10un",2.0,84.0,2
BIDU SHOP,2081,1 Rolo Etiqueta 10x15 100x150 Térmica Serrilha 500 Un Cor:Branco,2.0,71.52,2
BIDU SHOP,BLGBEL5654,Saco De Lixo 200 Litros P9 - Super Reforçado  20 Unidades,2.0,70.0,2
BIDU SHOP,HIG-VIRT-SLIX200P9-20-,Saco De Lixo 200 Litros P9 - Super Reforçado 20 Unidades,2.0,70.0,2
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - preto,200 Litros",1.0,69.12,1
BIDU SHOP,01-SHP-00000013,"Saco de Lixo Preto Reforçado Resistente 20L 40L 60L 100L Atacado Envio Imediato - 100 LITROS,100 UNIDADES",1.0,65.0,1
BIDU SHOP,MLB1066316805,Sacolas Plasticas Branca Reciclada 70x90 Pacote De 1 Kg,2.0,64.0,2
BIDU SHOP,MLB943562716,Kit Copo Dose Dupla Bebida Shot Tequila Festa C/ 06 Unidades,2.0,61.44,2
BIDU SHOP,68280685,Saco De Lixo 50 Litros Reforçado Branco - 20 Unidades - 100 UNIDADES,1.0,58.0,1
BIDU SHOP,hig-virt-sc15l-060,Saco De Lixo 15 Litros Reforçado Branco - - kit com 60 sacos,2.0,56.0,2
BIDU SHOP,78611238,"Saco de Lixo 600 Litros Higipack P15 Reforçado 140x160 0,15 Micras Preto Kits com 5, 10, 15, 20 und - ???? 10 unidades",1.0,55.02,1
BIDU SHOP,01-SHP-00000182,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Branco,15Litros",1.0,53.57,1
BIDU SHOP,01-SHP-00000192,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - preto,15Litros",1.0,53.57,1
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - verde,20 Litros",3.0,50.46,3
BIDU SHOP,01-SHP-00000190,"Saco de Lixo Grosso Reforçado 200 Unidades 15L a 200L Colorido Anti Vazamento Super Resistente - Azul,15Litros",1.0,50.4,1
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Amarelo,20 Litros",3.0,49.769999999999996,3
BIDU SHOP,BLGBEL6485,Saco Para Lixo De 20 Litros Branco Leitoso Com 100 Sacos,2.0,47.5,2
BIDU SHOP,MLB1596554809,Sacola Plástica Reciclada Reforçada 30x40 Branca - 1 Kg,2.0,38.0,2
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Marrom,60 Litros",1.0,35.02,1
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Azul,20 Litros",2.0,33.18,2
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Marrom,40 Litros",1.0,28.4,1
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - laranja,40 Litros",1.0,28.4,1
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Azul,40 Litros",1.0,28.11,1
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Branco,40 Litros",1.0,28.11,1
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Vermelho,40 Litro",1.0,28.11,1
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - verde,40 Litros",1.0,28.11,1
BIDU SHOP,97431454,"Saco Lixo 20, 40, 60, 100 200 L 10 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - laranja,100 Litro",1.0,28.04,1
BIDU SHOP,323,Saco De Lixo 60l Preto Reforçado Pacote Com 50 Unidades,1.0,25.46,1
BIDU SHOP,BLGBEL6025,Saco De Lixo 60l Preto Reforçado Pacote Com 50 Unidades,1.0,25.46,1
BIDU SHOP,97431641,"Saco Lixo 20, 40, 60, 100 200 L 50 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Branco,20 Litros",1.0,17.28,1
BIDU SHOP,97431454,"Saco Lixo 20, 40, 60, 100 200 L 10 und Preto Branco Azul verde Amarelo Cinza Vermelho Marrom laranja - Amarelo,20 Litros",1.0,15.36,1
CAJON MARCOS BRANDÃO LTDA,MB104,Baquetas Para Cajon Vassourinha Mb Nylon Par Marcos Brandão,5.0,2683.8,5
CAJON MARCOS BRANDÃO LTDA,CJCL.01,Cajón Eletroacústico Mb Modelo 2024 Com Alça,4.0,2520.48,4
CAJON MARCOS BRANDÃO LTDA,CJST.MB,Cajón Student Eletroacústico Pro Mb,2.0,1348.56,2
CAJON MARCOS BRANDÃO LTDA,CJ-COMPAC EL,Cajon Compacto Duoface Elétrico Marcos Brandao Amadeirada,2.0,1182.48,2
CAJON MARCOS BRANDÃO LTDA,MB103,Cajon Acustico Profissional Quadrado Compact Travel Mb,3.0,961.9499999999999,3
CAJON MARCOS BRANDÃO LTDA,JZ 105,Cajón Elétrico Mb Tamborete Caixa De Guerra Pro Colo Bolsa,1.0,949.0,1
CAJON MARCOS BRANDÃO LTDA,MB109,Cajón Eletroacústico Mb Com Bongôs Premium Percussão Preto,1.0,939.96,1
CAJON MARCOS BRANDÃO LTDA,BUMBO MB,Bumbinho De Madeira Cajon Marcos Brandao Bumbinho Mb Preto,1.0,899.0,1
CAJON MARCOS BRANDÃO LTDA,MB106,Cajón Colo Eletroacústico Jz Signature Com Bongôs Mb Marrom-claro,1.0,874.5,1
CAJON MARCOS BRANDÃO LTDA,MB127,Bumbinho  Percuteria Eletroacústico Profissional | Compacto,1.0,846.3,1
CAJON MARCOS BRANDÃO LTDA,JZ101,Cajón Eletroacústico Mb Modelo Jadna Zimmerman Marrom,1.0,661.55,1
CAJON MARCOS BRANDÃO LTDA,CJ.STMB,Cajon Acústico Marcos Brandao Student Mb Frente Inclinada Marrom-claro,1.0,651.63,1
CAJON MARCOS BRANDÃO LTDA,CJTMB.ELE,Cajón Tradicional Mb Eletroacústico Instrumento Percussão Pau Ferro,1.0,581.03,1
CAJON MARCOS BRANDÃO LTDA,CJN-PQS-GS,Cajon Cajona Mb 36 X 15 Cm - Som Potente E Durável Eletrico,1.0,555.14,1
CAJON MARCOS BRANDÃO LTDA,MB 133,Cajona Quadrada Cajón Eletrico + Alça + Chimbal + Vassouras Preta,1.0,498.32,1
CAJON MARCOS BRANDÃO LTDA,MB100,Par Chocalho Chimbal  Dedo Artesanal Cor Natural Mb Natural,8.0,475.76,8
CAJON MARCOS BRANDÃO LTDA,MB128,Bag Sob Medida Para Cajon De Colo Marcos Brandão Mb,2.0,463.68,2
CAJON MARCOS BRANDÃO LTDA,CX - PRETA,Caixinha Percuteria 10Eletroacu Baquetas Nylon MbCajon Preta,1.0,416.13,1
CAJON MARCOS BRANDÃO LTDA,MB116,Cajon De Colo Mb Percussão Profissional Com Alça,1.0,400.74,1
CAJON MARCOS BRANDÃO LTDA,BG - 7/8,Bongô De Madeira Com Pele De 3 Mm Que Não Desafina Nunca Mb Preto,1.0,321.6,1
CAJON MARCOS BRANDÃO LTDA,CJT10P12L,Cajón Acústico Quadrado 12 Lados Mdf Cajones Mb,1.0,292.81,1
CAJON MARCOS BRANDÃO LTDA,MB102,Cajón Compacto Elétrico Para Percussão Marcos Brandão,1.0,149.0,1
CAJON MARCOS BRANDÃO LTDA,MB125,Kit Acessórios Percussão Cajones Mb Shake Ganzá Peruano,1.0,142.79,1
CAJON MARCOS BRANDÃO LTDA,KIT.SIMPLES,Kit Chimbal De Dedos + Ganzá Instrumentos Para Tocar Cajon,2.0,119.8,2
CH BIKE BONNER,0025-01,Suporte Celular Absolute Silicone Para Bike Moto Até 6 Polegadas Preto,1.0,59.99,1
CH BIKE LPS,0025-01,Suporte Absolute Jy-530-5 Para Celular Guidão Bike Smartphon,1.0,59.99,1
CH BIKE PASSI,6670-01,Bicicleta Cross Aro 20 Bmx Freestyle Com Rodinhas Cor:Branco/Azul;Pneu:Azul,2.0,1420.85,2
CH BIKE PASSI,0444-00,Kit 2 Pares Pastilha de Freio Absolute ABS-01S Orgânica,1.0,39.9,1
CH BIKE PASSI,0407-00,Quebra Cabeça Bloxmania 60 Peças Didático Roblox Puzzle,1.0,29.9,1
DECO ELETRO,DE00284,Controle Tx Car Mini Aciona Portão Farol Alto Carro Moto 12v A3041 IPEC,1359.0,27522.23,908
DECO ELETRO,DE00255-PT,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - Preto,1037.0,19429.67,281
DECO ELETRO,DE07548,Protetor Para Campainha Porteiro Video Anti Furto Smart Home,129.0,5992.14,123
DECO ELETRO,DE02358,Filtro De Linha 12 Tomadas Com Voltímetro Preto Ipec,56.0,5304.96,54
DECO ELETRO,DE01440-PT,Sirene Piezoelétrica Alta Potencia 1 Som Alarme Ipec Preto,239.0,5140.11,132
DECO ELETRO,DE02449-CZ,Regua Para Rack Com Disjuntor Bipolar Dj 5000 Full Ipec - Cinza,7.0,3733.8699999999994,4
DECO ELETRO,DE06118,FONTE CARREGADOR F200 DUAL COM RECEPTOR IPEC,23.0,3549.51,20
DECO ELETRO,DE04381-PT,Controle Remoto Tx Déco Ipec Portão 433Mhz Ppa Garen Seg Rcg - PRETO,266.0,3496.95,64
DECO ELETRO,DE00204,Sirene Audiovisual 1 Som Para Emergencia Alarme 12/24v Ipec,89.0,3372.01,15
DECO ELETRO,DE06507,Microfone Para Dvr Profissional Cftv Captura De Som Ipec,92.0,3136.9,8
DECO ELETRO,DE00142,Suporte Trava Lock Com Regulagem Portão De Correr E Basculante Preto,48.0,2960.59,32
DECO ELETRO,DE07560,Regua Tomada tipo Filtro De Linha 12 Tomadas Rack 19 Preto Ipec,51.0,2881.6,36
DECO ELETRO,DE07387-CZ,Fechadura Eletroimã Magnética Até 60kg De Força Ipec M60  - CINZA,16.0,2433.36,16
DECO ELETRO,DE03015,ARANDELA LED GAYA SOLAR KOHAV C/ SENSOR DE PRESENÇA,5.0,2349.4,2
DECO ELETRO,DE02335-BR-220,Trava Eletromagnetica Portão Lock Plus Com Temporizador Ipec - 220 - BRANCA,17.0,1984.1200000000001,12
DECO ELETRO,DE01239-PT,Suporte De Parede Bicicleta Machado Vertical 1 Bike,85.0,1897.92,45
DECO ELETRO,DE00299,Controlador De Semáforo Central 2 Níveis Ipec 12v Volts,11.0,1670.3400000000001,7
DECO ELETRO,DE00193,Sensor Ativo Barreira Ir 15 Mini Digital Fotocélula Ipec,28.0,1528.43,23
DECO ELETRO,DE06486-127V,Trava Dz Lock Plus Portões Deslizantes Ipec Temporizador - 127V,7.0,1507.55,7
DECO ELETRO,DE00185,Sensor De Vibração E Impacto C/fio 8 Níveis Sensibilidade,10.0,1475.0,1
DECO ELETRO,DE00199,Sensor De Barreira Ativo Ipec Infra Feixe Duplo Dual 30,11.0,1444.0,8
DECO ELETRO,DE06508,PROTETOR ELETRÔNICO BIVOLT -1000VA/600W COM 4 TOMADAS - IPEC,9.0,1383.0,9
DECO ELETRO,DE00344,Autotransformador 8000va Transformador 5600w Tomada 20A Ipec,3.0,1381.65,3
DECO ELETRO,DE07592,Controle Tx Car Full Portão Prova D'água Code Learn Farol,46.0,1218.21,39
DECO ELETRO,DE06390,Fonte Carregador F200 Dual Control WiFi Receptor Ipec,4.0,1161.44,1
DECO ELETRO,DE00214,Placa Central Comando Portão Motor Eletrônico  X2 FULL Range,17.0,1156.44,14
DECO ELETRO,DE02356,Filtro de Linha Voltimetro 8 Tomadas Extensão Régua Bivolt,16.0,1146.33,15
DECO ELETRO,DE02528-PT-220,Trava Eletromagnetica Lock Plus Para Portão Sem Temporizador - PRETO - 220V,11.0,1120.56,6
DECO ELETRO,DE02528-BR-220,Trava Eletromagnetica Lock Plus Para Portão Sem Temporizador - Branca - 220V,9.0,1062.0,9
DECO ELETRO,DE02449-VD,Regua Para Rack Com Disjuntor Bipolar Dj 5000 Full Ipec - Verde,2.0,1040.1399999999999,2
DECO ELETRO,DE07583,Suporte De Parede Bicicleta Machado Horizontal 1 Bike,54.0,1039.6,43
DECO ELETRO,DE06452,Fonte Nobreak 12v Cftv 6a Bivolt 72w P/ Controle Acesso,6.0,1029.6599999999999,4
DECO ELETRO,DE05891,REFLETOR DE LED 100W SOLAR BRANCO FRIO BRISA,3.0,1000.5,1
DECO ELETRO,DE05020,Suporte de Video Game para ps4 slim - Preto,13.0,949.53,13
DECO ELETRO,DE00180,CENTRAL DE ALARME AL4 MAX 4 SETORES PARTICIONAVEIS - IPEC,5.0,923.5,5
DECO ELETRO,DE01533-PT,Controle Remoto Tx Ipec Portão 433Mhz Saw Ppa Garen Seg Rcg - PRETO,35.0,908.31,17
DECO ELETRO,DE01255,BATERIA SELADA DE CHUMBO 7AH ACIDO 12V ELGIN,6.0,882.99,6
DECO ELETRO,DE02335-PT-127,Trava Eletromagnetica Portão Lock Plus Com Temporizador Ipec - 127 - preta,7.0,881.26,7
DECO ELETRO,DE01484-CZ,ELETROIMA M150 COM SENSOR A2300 IPEC - CINZA,4.0,875.3599999999999,4
DECO ELETRO,DE06216,Modulo Control Wifi Duplo Portão Alarme App No Celular Ipec,8.0,844.4,8
DECO ELETRO,DE06462,"RECEPTOR RX IMMUNITY 02 CANAIS 433,92MHZ MULTCODIGOS IPEC",14.0,821.04,5
DECO ELETRO,DE01977-CZ,Mola Aerea Amortecedor Hidráulica Fechar Porta Automatico F2 45KG - Prata,5.0,799.24,3
DECO ELETRO,DE06453,Fonte Nobreak 12v Cftv 3a Bivolt 36w P/ Controle Acesso,6.0,787.8100000000001,2
DECO ELETRO,DE02339,Sensor Barreira Ativo Infravermelho Simples F15 Digital Ipec,13.0,787.11,8
DECO ELETRO,DE00163-PT,Caixa Organizadora Gabinete Cftv Vertical De Cabos L450 Ipec - PRETO,4.0,780.0,3
DECO ELETRO,DE06487,Receptor Ipec Rx 999 Tx Enderecavel Multicodigos 433mhz,7.0,778.86,7
DECO ELETRO,DE07482,Fonte Carregadora Timer Digital 2+2 4a Sem Receptor Ipec,4.0,711.01,4
DECO ELETRO,DE00173,Fonte Carregador Eletrônico 5A com Timer Digital Ipec,3.0,694.71,1
DECO ELETRO,DE07387-PT,Fechadura Eletroimã Magnética Até 60kg De Força Ipec M60  - PRETO,4.0,692.34,4
DECO ELETRO,DE01443-VD,Controle Tx Flex Remoto Portão Eletrônico Alarme 433Mhz Ipec - VERDE,39.0,692.3399999999999,25
DECO ELETRO,DE06297-PT COM SENSOR,Fechadura Eletroímã Dz M150 Com Sensor Imã Magnética Ipec - PRETO - COM SENSOR,2.0,673.4000000000001,2
DECO ELETRO,DE00331,Régua Tomada Filtro De Linha 12 Tomadas Rack 19 Preto Ipec,10.0,673.1,1
DECO ELETRO,DE00150-CZ,Fechadura Magnética Eletroímã M150 Sem Sensor - IPEC - CINZA,4.0,657.29,4
DECO ELETRO,DE00333-CZ,REGUA PARA RACK COM DISJUNTOR DJ 5000 8 TOMADAS 20A IPEC - CINZA,3.0,655.0,2
DECO ELETRO,DE04468,Suporte De Notebook Ergonômico Reforçado Antiderrapante Mesa,10.0,649.79,9
DECO ELETRO,DE07494-220V,Trava Cinza Portões Deslizantes Dz Lock Plus Temporizador - 220V,3.0,615.48,3
DECO ELETRO,DE00332,Organizador De Cabos Horizontal Fechado Guia 1u P/ Racks 19,13.0,593.51,4
DECO ELETRO,DE07443-220V,Trava Eco Lock Com Temporizador Portão Basculante Ipec - 220V,5.0,590.0,5
DECO ELETRO,DE07494-127V,Trava Cinza Portões Deslizantes Dz Lock Plus Temporizador - 127V,3.0,577.59,3
DECO ELETRO,DE07518,Fechadura Inox Eletroímã M100 Com Sensor Imã Magnética Ipec,2.0,559.16,1
DECO ELETRO,DE02357,Filtro De Linha 12 Tomadas Com Voltímetro Branco Ipec,5.0,523.29,4
DECO ELETRO,DE06419,Teclado De Acesso Touch Controle Rfid Digital Leitor Cartão,3.0,483.06000000000006,3
DECO ELETRO,DE01443-PT,Controle Tx Flex Remoto Portão Eletrônico Alarme 433Mhz Ipec - PRETO,29.0,480.11,14
DECO ELETRO,DE05629,Arandela Meia Lua Led 6w 6 Fachos Ip66 Bivolt 3000k Preta,22.0,475.97999999999996,11
DECO ELETRO,DE00230,"Receptor Universal Com Fonte 2a 433,92 Mhz 1 Canal Ipec",5.0,450.38,5
DECO ELETRO,DE00172,Fonte Carregadora Timer Digital 2+2 4a Com Receptor Ipec,2.0,449.41999999999996,2
DECO ELETRO,DE01440-BR,Sirene Piezoelétrica Alta Potencia 1 Som Alarme Ipec Branca,21.0,438.97,14
DECO ELETRO,DE00242,BOTOEIRA SIMPLES SEM FIO 433 CODE LEARN IPEC,12.0,431.49,10
DECO ELETRO,DE06120-220V,Automatizador Motor Deslizante 450kg De Portão Idealle Ipec - 220V,1.0,427.71,1
DECO ELETRO,DE00163-BR,Caixa Organizadora Gabinete Cftv Vertical De Cabos L450 Ipec - BRANCO,2.0,418.84,2
DECO ELETRO,DE00249,Botoeira Simples Sem Fio Abertura Fechadura Black Portão,11.0,399.11,6
DECO ELETRO,DE01494-CZ,Suporte U Para Porta Fechadura De Vidro Eletromagnetica Ipec - CINZA,5.0,389.35,5
DECO ELETRO,DE07510,Vídeo Porteiro Interfone Campainha Casa Pt-300protection Porteiro Casa Bivolt,1.0,387.36,1
DECO ELETRO,DE07409,Protetor de Surto Bivolt 127/220V Anti Raio 10A Ipec 1Tomada,10.0,376.72,6
DECO ELETRO,DE07502,Kit 2 Caixa Protetora Grade Antivandalismo Câmeras Segurança,2.0,375.2,2
DECO ELETRO,DE00171,FONTE CARREGADOR ELETRONICO COM TIMER 2A SEM RECEPTOR IPEC,3.0,373.9,3
DECO ELETRO,DE00183,Sensor Alarme Infravermelho Passivo Vision F Com Fio Ipec,12.0,372.69,7
DECO ELETRO,DE00297,Semáforo Led Sinalizador Ipec Estacionamento Luz 12 Volt,2.0,365.06,1
DECO ELETRO,DE05019,Suporte de Video Game para ps4 slim - Branco,5.0,362.33000000000004,5
DECO ELETRO,DE00210,Teclado Senha Controle De Acesso Com Fio 2 Canais Ipec,3.0,359.44,3
DECO ELETRO,DE02528-PT-127,Trava Eletromagnetica Lock Plus Para Portão Sem Temporizador - PRETO - 127V,3.0,354.0,3
DECO ELETRO,DE03060,Controlador De Acesso De Portaria Rfid Tag Ipec,3.0,353.87,3
DECO ELETRO,DE00255-VM,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - Vermelho,13.0,352.85,6
DECO ELETRO,DE01649-PT,Suporte De Mola Aérea 65/85Kg Para Porta Vidro Ipec F3/F4 - PRETO,3.0,350.15999999999997,2
DECO ELETRO,DE07561,Protetor Para Campainha Porteiro Video Anti Furto Smart Home,7.0,343.43,7
DECO ELETRO,DE03010,Kit Alarme Max Sem Fio C/ Controle Sirene Discadora Sensor,1.0,339.46,1
DECO ELETRO,DE06207-PT,Botoeira Botok 2 Botão De Inox Acionador De Saida Fech Ipec - PRETA,5.0,336.85,4
DECO ELETRO,DE00002,Suporte duplo de poste para câmeras de CFTV,2.0,335.92,2
DECO ELETRO,DE06207-CZ,Botoeira Botok 2 Botão De Inox Acionador De Saida Fech Ipec - CINZA,5.0,333.68,4
DECO ELETRO,DE06502,"Sensor Magnético De Abertura Sem Fio 433,92mhz Ipec 3V",12.0,332.40000000000003,3
DECO ELETRO,DE01548,Controlador De Semáforo Central 2 Níveis Ipec Bivolt,2.0,331.62,2
DECO ELETRO,DE06477-220V,Automatizador Motor Deslizante 300kg De Portão Idealle Ipec - 220V,1.0,322.16,1
DECO ELETRO,DE06478-220V,Automatizador Deslizante Motor  300kg Portão Idealle Ipec - 220V,1.0,321.59,1
DECO ELETRO,DE06460,Botão de Panico Acionamento-NF,12.0,312.90000000000003,5
DECO ELETRO,DE00162-BR,CAIXA PLÁSTICA IN BOX IPEC  - BRANCO,32.0,311.03999999999996,4
DECO ELETRO,DE02005,Fonte 12v 2a Bivolt Estabilizada Led Alimentação Cftv Plug,31.0,297.18,19
DECO ELETRO,DE00194,Sensor De Barreira Ativo Ir 15 Articulado Feixe Simples Ipec,4.0,289.6,1
